// overflow areas start at 449000, with 100 lines for each scenario starting at 
// 449000 + (scenarioNo - 1) * 100

//
// Scenario One
//

444413 "<ORANGE>Datis: Coins have been minted by the Pactolus for decades. Now the furnaces are smoldering ruins."
444414 "<ORANGE>Datis: The menagerie is gone, and the proud horses of Nisaea lie dead in its ashes."
444415 "<ORANGE>Datis: Piles of scorched leather are all that remains of the tanneries."
444416 "<ORANGE>Artaphernes: The smithies have burned! Fine ironwork turned to slag."
444417 "<ORANGE>Artaphernes: The finest dwellings in the city — now nothing but ash."
444418 "<ORANGE>Artaphernes: The bowmakers' workshops have turned to charcoal."
444419 "<ORANGE>Artaphernes: The fields are black and dead. No pestilence ever caused such ruin as these Greeks."
444420 "<ORANGE>Datis: A third of the city has succumbed to the blaze. "
444421 "<ORANGE>Datis: More than half of the city is ablaze — we must press on."
444422 "<ORANGE>Datis: The fire spreads quickly now — make haste!"
444423 "<ORANGE>Datis: Clear out the Greeks before there's nothing left!"
444424 "<ORANGE>Datis: O Mithra… The city is lost to the blaze."
444425 "<ORANGE>Artaphernes: The market is safe from the blaze."
444426 "<ORANGE>Artaphernes: The mints are secured. Empty the stolen darics from the Greeks' pockets."
444427 "<ORANGE>Datis: The menagerie and the lustrous horses of Nisaea are safe."
444428 "<ORANGE>Artaphernes: We've secured the tanneries."
444429 "<ORANGE>Datis: The smithies are secured. Get those forges working, immediately."
444430 "<ORANGE>Artaphernes: By the grace of Anahita, we've retaken the noble quarters."
444431 "<ORANGE>Datis: The bowmakers' workshops are ours once more."
444432 "<ORANGE>Datis: The farms are safe. Gather fruits for the soldiers and fodder for the horses — we shall need our strength."
444433 "<ORANGE>Artaphernes: We've taken the food market… What's left of it."
444434 "<ORANGE>Artaphernes: We hold the mints, though I doubt these furnaces will work any time soon."
444435 "<ORANGE>Datis: We have the menagerie. Fetch a priest to honor the sacred horses… or their ashes."
444436 "<ORANGE>Artaphernes: The tanneries are no use to us now, but the blaze has at least improved their stench."
444437 "<ORANGE>Artaphernes: We've recaptured the smithies. Clear away the smoking slag metal."
444438 "<ORANGE>Datis: The noble quarters are ours again… Though the fine houses are blackened husks now."
444439 "<ORANGE>Datis: The blackened remains of the bowmakers' workshops are ours now."
444440 "<ORANGE>Artaphernes: We've recaptured the farms — or what remains of them."
444441 "<ORANGE>Artaphernes: We've retaken all the major districts. Now, on to the agora — let us finish this."
444442 "<ORANGE>Artaphernes: We must do all we can to slow the blaze. Secure the wells!"
444443 "<ORANGE>Datis: Water from the wells will help manage the blaze — but we cannot quench it altogether until we drive out the Greeks."
444444 "<ORANGE>Datis: Greek soldiers continue to flood into Sardis like demons pouring forth from Arezûra. We should secure the city gates."
444445 "<ORANGE>Artaphernes: The northern gate is ours. No more Greeks will slip through here."
444446 "<ORANGE>Artaphernes: Fine work, men — the western gate belongs to us."
444447 "<ORANGE>Artaphernes: We've taken the gate — and behold, reinforcements from the east!"
444448 "<ORANGE>Datis: Look to the southern gate: reinforcements from the outlying towns!"
444449 "<ORANGE>Datis: Rescue those soldiers!"
444450 "<ORANGE>Artaphernes: These men need our help!"
444451 "<ORANGE>Datis: Defenders of Sardis, we will aid you!"
444452 "<ORANGE>Artaphernes: The Greeks have those men surrounded!"
444453 "<ORANGE>Datis: Protect those men!"
444454 "<ORANGE>Artaphernes: Save those men!"
444455 "<ORANGE>Datis: These soldiers need our help!"
444456 "<ORANGE>Artaphernes: Into the fray — save these men!"
444457 "<ORANGE>Datis: These brave men need our aid!"
444458 "<ORANGE>Artaphernes: Do not let these men be slain!"
444459 "<ORANGE>Datis: These men are in trouble!"
444460 "<ORANGE>Artaphernes: Pull the men away from the flames!"
444461 "<ORANGE>Datis: Get the men out of that burning alley!"
444462 "<ORANGE>Artaphernes: Get away from the flames, men!"
444463 "<ORANGE>Datis: Get out of that burning street!"
444464 "<ORANGE>Artaphernes: The smoke is suffocating — find another way!"
444465 "<ORANGE>Datis: Stay clear of the smoke!"
444466 "<ORANGE>Artaphernes: Pull out of the alleyway, before you choke to death!"
444467 "<BLUE>Melanthios the Athenian: Things are getting out of hand here, Aristagoras — we came for plunder, not slaughter!"
444468 "<BLUE>Aristagoras: My men have taken your pretty palace, Artaphernes. You know, I always thought it rude that you never invited me for dinner."
444469 "<ORANGE>Datis: What demons are these, who burn temples and break oaths on a whim?"
444470 "<ORANGE>Datis: They've burned the temple of Cybele! What foul, daiva-worshipping dogs are these?"
444471 "<ORANGE>Datis: Even the dead suffer Greek impiety — the necropolis and its shrines are ruined!"
444472 "<ORANGE>Artaphernes: What a perfect metaphor for your predicament, Aristagoras: fleeing for safety from the blaze you yourself started."
444473 "<BLUE>Aristagoras: Ah, now, that fire was an accident — and even if it wasn't, it's your fault for building a city out of reeds!"
444474 "<BLUE>Aristagoras: Flee, men! Gather what loot you can — regroup at Ephesus!"
444475 "<ORANGE>Artaphernes: I swear by Mithra, once I have extinguished this blaze, I will hunt you down, Aristagoras, and I shall tear out your lying tongue."
444476 "4. A City Ablaze"
444477 "Sardis, 498 BCE"
444478 "Aristagoras and the Greek rebels have stormed the city of Sardis! As fire spreads through the streets, Artaphernes fights to take back his city."
444479 "Melanthios of Athens"
444480 "Greek Army"
444481 "Sardis Garrison"
444482 "Median Cavalry"
444483 "Temple of Artemis"
444484 "Temple of Cybele"
444485 "Necropolis"
444486 "Food Market"
444487 "Coin Mints"
444488 "Menagerie"
444489 "Tanneries"
444490 "Smithing District"
444491 "Noble Quarters"
444492 "Bowmakers' Workshops"
444493 "Farmland"
444494 "Palace District"
444495 "Agora"
444496 "Acropolis"
444497 "Well"
444498 "+ Defend the Acropolis against Greek attacks."
444499 "+ Win before all of Sardis burns. <BurntPercentage>% has burned."
444500 "+ Defeat Aristagoras at the Agora."
444501 "- Retake city districts to gain resources and unlock units: <Districts>/8 retaken."
444502 "- Retake city districts to gain resources, production buildings, technologies, and access to new units: <Districts>/8 retaken."
444503 "- Retake wells to slow the fire."
444504 "- Retake wells to slow down the rate at which districts burn. To retake a well, kill the enemy soldiers surrounding it."
444505 "- Reclaim the city gates (destroy Greek Outposts)."
444506 "- Reclaim the north, east, and west city gates by destroying the Greek Outposts next to them."
444507 "- Rescue <skirmishers>/11 Defenders of Sardis."
444508 "Food market retaken! Retake other districts to unlock more units, gain resources and bonuses, and access production buildings."
444509 "- Coin mints retaken: Mercenary Hoplites unlocked and melee unit attack increased. -"
444510 "- Menagerie retaken: Shock Cavalry unlocked. -"
444511 "- Tanneries retaken: Immortals unlocked and archer armor increased. -"
444512 "- Smithies retaken: Slingers unlocked and infantry armor increased. -"
444513 "- Noble quarters retaken: Elite War Chariot unlocked. -"
444514 "- Bowmakers' workshops retaken: Bowmen unlocked and ranged unit attack increased! -"
444515 "- Farmland retaken: Cavalry Archers unlocked and mounted unit HP increased. -"
444516 "- Reinforcements have arrived at the south gate! -"
444517 "- Reinforcements have arrived at the east gate! -"
444518 "Districts burned down: <BurntDistricts>/8"
444519 "Well retaken: districts burn less quickly!"
444520 "<YELLOW>Food Market burns down in %d."
444521 "<YELLOW>Smithies burn down in %d."
444522 "<YELLOW>Tanneries burn down in %d."
444523 "<YELLOW>Coin mints burn down in %d."
444524 "<YELLOW>Farmland burns down in %d."
444525 "<YELLOW>Bowmakers' workshops burn down in %d."
444526 "<YELLOW>Menagerie burns down in %d."
444527 "<YELLOW>Noble Quarter burns down in %d."
444528 "- Retake burnt districts for fewer resources: <Burnt Recovered> retaken."
444529 "<ORANGE>Food Market burns down in %d."
444530 "<ORANGE>Smithies burn down in %d."
444531 "<ORANGE>Tanneries burn down in %d."
444532 "<ORANGE>Coin mints burn down in %d."
444533 "<ORANGE>Farmland burns down in %d."
444534 "<ORANGE>Bowmakers' workshops burn down in %d."
444535 "<ORANGE>Menagerie burns down in %d."
444536 "<ORANGE>Noble Quarter burns down in %d."
444537 "<RED>Food Market burns down in %d."
444538 "<RED>Smithies burn down in %d."
444539 "<RED>Tanneries burn down in %d."
444540 "<RED>Coin mints burn down in %d."
444541 "<RED>Farmland burns down in %d."
444542 "<RED>Bowmakers' workshops burn down in %d."
444543 "<RED>Menagerie burns down in %d."
444544 "<RED>Noble Quarter burns down in %d."
444545 "1. Save a district by defeating the units around its central building. This will convert the district to you, and stop it from burning.\n\n2. Each district provides a one-off influx of resources, unlocks different units, and provides access to production buildings.\n\n3. Save as many as you can, but you do not have to save all the districts.\n\n4. Districts which have already burned down can still be retaken. They will grant you some resources, but less than if you were to save the district, and you will not have access to the district's production buildings.\n\n5. Your units will automatically heal near Temples, so long as you have defeated all nearby enemies.\n\n6. Destroy the Greek Outposts to recapture the city gates so your troops can pass through."
444546 "Your units will take damage if they enter burning alleys! Consider alternate routes — destroy barricades if you must!"
444547 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Cavalry Aura II: +4 attack and +2 armor to nearby Cavalry and +2 attack and +1 armor to Cavalry Archers"
444548 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Infantry Aura II: +4 attack and +2 armor to nearby Infantry"
444549 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Archery Aura II: +2 attack and +2 armor to nearby Archers"
444550 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Cavalry Aura I: +4 attack to nearby Cavalry and +2 attack to Cavalry Archers \n Infantry Aura I: +4 attack to nearby Infantry"
444551 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Cavalry Aura I: +4 attack to nearby Cavalry \n Archery Aura I: +2 attack to nearby Archers"
444552 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Infantry Aura I: +4 attack to nearby Infantry \n Archery Aura I: +2 attack to nearby Archers"
444553 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Cavalry Aura III: +4 attack, +2 armor, +40 regeneration and increased attack speed to nearby Cavalry; +2 attack, +1 armor, +20 regeneration and slightly increased attack speed to nearby Cavalry Archers"
444554 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Infantry Aura III: +4 attack, +2 armor, +40 regeneration and increased attack speed to nearby Infantry"
444555 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Archery Aura III: +2 attack, +2 armor, +40 regeneration and increased attack speed to nearby Archers"
444556 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Cavalry Aura II: +4 attack and +2 armor to nearby Cavalry, +2 attack and +1 armor to Cavalry Archers \n Infantry Aura I: +4 attack to nearby Infantry"
444557 "<b>Artaphernes<b> \n<hp> <attack> <armor> <piercearmor> <range>\n Cavalry Aura II: +4 attack and +2 armor to nearby Cavalry, +1 armor to Cavalry Archers \n Archery Aura I: +2 attack to nearby Archers"
